	State	State_Code	Year	Year_Code	Multiple_Cause_of_death	MCD_Code	Deaths	Population	Crude_Rate	PCT_of_Total_Deaths
	"Illinois"	"17"	"2000"	"2000"	"Heroin"	"T40.1"	33	9173842	0.4	0.0%
	"Illinois"	"17"	"2000"	"2000"	"Other opioids"	"T40.2"	50	9173842	0.5	0.0%
	"Illinois"	"17"	"2000"	"2000"	"Methadone"	"T40.3"	60	9173842	0.7	0.0%
	"Illinois"	"17"	"2000"	"2000"	"Other synthetic narcotics"	"T40.4"	26	9173842	0.3	0.0%
	"Illinois"	"17"	"2001"	"2001"	"Opium"	"T40.0"	Suppressed	9244828	Suppressed	Suppressed
	"Illinois"	"17"	"2001"	"2001"	"Heroin"	"T40.1"	40	9244828	0.4	0.0%
	"Illinois"	"17"	"2001"	"2001"	"Other opioids"	"T40.2"	74	9244828	0.8	0.0%
	"Illinois"	"17"	"2001"	"2001"	"Methadone"	"T40.3"	58	9244828	0.6	0.0%
	"Illinois"	"17"	"2001"	"2001"	"Other synthetic narcotics"	"T40.4"	34	9244828	0.4	0.0%
	"Illinois"	"17"	"2002"	"2002"	"Opium"	"T40.0"	Suppressed	9287194	Suppressed	Suppressed
	"Illinois"	"17"	"2002"	"2002"	"Heroin"	"T40.1"	49	9287194	0.5	0.0%
	"Illinois"	"17"	"2002"	"2002"	"Other opioids"	"T40.2"	88	9287194	0.9	0.0%
	"Illinois"	"17"	"2002"	"2002"	"Methadone"	"T40.3"	70	9287194	0.8	0.0%
	"Illinois"	"17"	"2002"	"2002"	"Other synthetic narcotics"	"T40.4"	45	9287194	0.5	0.0%
	"Illinois"	"17"	"2003"	"2003"	"Opium"	"T40.0"	Suppressed	9330459	Suppressed	Suppressed
	"Illinois"	"17"	"2003"	"2003"	"Heroin"	"T40.1"	20	9330459	0.2	0.0%
	"Illinois"	"17"	"2003"	"2003"	"Other opioids"	"T40.2"	68	9330459	0.7	0.0%
	"Illinois"	"17"	"2003"	"2003"	"Methadone"	"T40.3"	67	9330459	0.7	0.0%
	"Illinois"	"17"	"2003"	"2003"	"Other synthetic narcotics"	"T40.4"	36	9330459	0.4	0.0%
	"Illinois"	"17"	"2004"	"2004"	"Opium"	"T40.0"	Suppressed	9378174	Suppressed	Suppressed
	"Illinois"	"17"	"2004"	"2004"	"Heroin"	"T40.1"	34	9378174	0.4	0.0%
	"Illinois"	"17"	"2004"	"2004"	"Other opioids"	"T40.2"	77	9378174	0.8	0.0%
	"Illinois"	"17"	"2004"	"2004"	"Methadone"	"T40.3"	75	9378174	0.8	0.0%
	"Illinois"	"17"	"2004"	"2004"	"Other synthetic narcotics"	"T40.4"	40	9378174	0.4	0.0%
	"Illinois"	"17"	"2005"	"2005"	"Opium"	"T40.0"	Suppressed	9412585	Suppressed	Suppressed
	"Illinois"	"17"	"2005"	"2005"	"Heroin"	"T40.1"	55	9412585	0.6	0.0%
	"Illinois"	"17"	"2005"	"2005"	"Other opioids"	"T40.2"	107	9412585	1.1	0.0%
	"Illinois"	"17"	"2005"	"2005"	"Methadone"	"T40.3"	86	9412585	0.9	0.0%
	"Illinois"	"17"	"2005"	"2005"	"Other synthetic narcotics"	"T40.4"	62	9412585	0.7	0.0%
	"Illinois"	"17"	"2006"	"2006"	"Opium"	"T40.0"	Suppressed	9462709	Suppressed	Suppressed
	"Illinois"	"17"	"2006"	"2006"	"Heroin"	"T40.1"	66	9462709	0.7	0.0%
	"Illinois"	"17"	"2006"	"2006"	"Other opioids"	"T40.2"	109	9462709	1.2	0.0%
	"Illinois"	"17"	"2006"	"2006"	"Methadone"	"T40.3"	96	9462709	1.0	0.0%
	"Illinois"	"17"	"2006"	"2006"	"Other synthetic narcotics"	"T40.4"	389	9462709	4.1	0.1%
	"Illinois"	"17"	"2007"	"2007"	"Opium"	"T40.0"	Suppressed	9525732	Suppressed	Suppressed
	"Illinois"	"17"	"2007"	"2007"	"Heroin"	"T40.1"	64	9525732	0.7	0.0%
	"Illinois"	"17"	"2007"	"2007"	"Other opioids"	"T40.2"	149	9525732	1.6	0.0%
	"Illinois"	"17"	"2007"	"2007"	"Methadone"	"T40.3"	104	9525732	1.1	0.0%
	"Illinois"	"17"	"2007"	"2007"	"Other synthetic narcotics"	"T40.4"	104	9525732	1.1	0.0%
	"Illinois"	"17"	"2008"	"2008"	"Opium"	"T40.0"	Suppressed	9593637	Suppressed	Suppressed
	"Illinois"	"17"	"2008"	"2008"	"Heroin"	"T40.1"	106	9593637	1.1	0.0%
	"Illinois"	"17"	"2008"	"2008"	"Other opioids"	"T40.2"	191	9593637	2.0	0.1%
	"Illinois"	"17"	"2008"	"2008"	"Methadone"	"T40.3"	85	9593637	0.9	0.0%
	"Illinois"	"17"	"2008"	"2008"	"Other synthetic narcotics"	"T40.4"	85	9593637	0.9	0.0%
	"Illinois"	"17"	"2009"	"2009"	"Opium"	"T40.0"	Suppressed	9658372	Suppressed	Suppressed
	"Illinois"	"17"	"2009"	"2009"	"Heroin"	"T40.1"	117	9658372	1.2	0.0%
	"Illinois"	"17"	"2009"	"2009"	"Other opioids"	"T40.2"	200	9658372	2.1	0.1%
	"Illinois"	"17"	"2009"	"2009"	"Methadone"	"T40.3"	88	9658372	0.9	0.0%
	"Illinois"	"17"	"2009"	"2009"	"Other synthetic narcotics"	"T40.4"	116	9658372	1.2	0.0%
	"Illinois"	"17"	"2010"	"2010"	"Opium"	"T40.0"	Suppressed	9701453	Suppressed	Suppressed
	"Illinois"	"17"	"2010"	"2010"	"Heroin"	"T40.1"	152	9701453	1.6	0.0%
	"Illinois"	"17"	"2010"	"2010"	"Other opioids"	"T40.2"	183	9701453	1.9	0.1%
	"Illinois"	"17"	"2010"	"2010"	"Methadone"	"T40.3"	83	9701453	0.9	0.0%
	"Illinois"	"17"	"2010"	"2010"	"Other synthetic narcotics"	"T40.4"	120	9701453	1.2	0.0%
	"Illinois"	"17"	"2011"	"2011"	"Opium"	"T40.0"	Suppressed	9771132	Suppressed	Suppressed
	"Illinois"	"17"	"2011"	"2011"	"Heroin"	"T40.1"	168	9771132	1.7	0.1%
	"Illinois"	"17"	"2011"	"2011"	"Other opioids"	"T40.2"	174	9771132	1.8	0.1%
	"Illinois"	"17"	"2011"	"2011"	"Methadone"	"T40.3"	87	9771132	0.9	0.0%
	"Illinois"	"17"	"2011"	"2011"	"Other synthetic narcotics"	"T40.4"	87	9771132	0.9	0.0%
	"Illinois"	"17"	"2012"	"2012"	"Opium"	"T40.0"	Suppressed	9811190	Suppressed	Suppressed
	"Illinois"	"17"	"2012"	"2012"	"Heroin"	"T40.1"	274	9811190	2.8	0.1%
	"Illinois"	"17"	"2012"	"2012"	"Other opioids"	"T40.2"	186	9811190	1.9	0.1%
	"Illinois"	"17"	"2012"	"2012"	"Methadone"	"T40.3"	106	9811190	1.1	0.0%
	"Illinois"	"17"	"2012"	"2012"	"Other synthetic narcotics"	"T40.4"	86	9811190	0.9	0.0%
	"Illinois"	"17"	"2013"	"2013"	"Opium"	"T40.0"	Suppressed	9858828	Suppressed	Suppressed
	"Illinois"	"17"	"2013"	"2013"	"Heroin"	"T40.1"	592	9858828	6.0	0.2%
	"Illinois"	"17"	"2013"	"2013"	"Other opioids"	"T40.2"	209	9858828	2.1	0.1%
	"Illinois"	"17"	"2013"	"2013"	"Methadone"	"T40.3"	96	9858828	1.0	0.0%
	"Illinois"	"17"	"2013"	"2013"	"Other synthetic narcotics"	"T40.4"	92	9858828	0.9	0.0%
	"Illinois"	"17"	"2014"	"2014"	"Opium"	"T40.0"	Suppressed	9892106	Suppressed	Suppressed
	"Illinois"	"17"	"2014"	"2014"	"Heroin"	"T40.1"	731	9892106	7.4	0.2%
	"Illinois"	"17"	"2014"	"2014"	"Other opioids"	"T40.2"	267	9892106	2.7	0.1%
	"Illinois"	"17"	"2014"	"2014"	"Methadone"	"T40.3"	107	9892106	1.1	0.0%
	"Illinois"	"17"	"2014"	"2014"	"Other synthetic narcotics"	"T40.4"	131	9892106	1.3	0.0%
	"Illinois"	"17"	"2015"	"2015"	"Opium"	"T40.0"	Suppressed	9901322	Suppressed	Suppressed
	"Illinois"	"17"	"2015"	"2015"	"Heroin"	"T40.1"	852	9901322	8.6	0.3%
	"Illinois"	"17"	"2015"	"2015"	"Other opioids"	"T40.2"	291	9901322	2.9	0.1%
	"Illinois"	"17"	"2015"	"2015"	"Methadone"	"T40.3"	105	9901322	1.1	0.0%
	"Illinois"	"17"	"2015"	"2015"	"Other synthetic narcotics"	"T40.4"	294	9901322	3.0	0.1%
	"Indiana"	"18"	"2000"	"2000"	"Opium"	"T40.0"	Suppressed	4506089	Suppressed	Suppressed
	"Indiana"	"18"	"2000"	"2000"	"Heroin"	"T40.1"	Suppressed	4506089	Suppressed	Suppressed
	"Indiana"	"18"	"2000"	"2000"	"Other opioids"	"T40.2"	17	4506089	Unreliable	0.0%
	"Indiana"	"18"	"2000"	"2000"	"Methadone"	"T40.3"	Suppressed	4506089	Suppressed	Suppressed
	"Indiana"	"18"	"2000"	"2000"	"Other synthetic narcotics"	"T40.4"	13	4506089	Unreliable	0.0%
	"Indiana"	"18"	"2001"	"2001"	"Opium"	"T40.0"	Suppressed	4548233	Suppressed	Suppressed
	"Indiana"	"18"	"2001"	"2001"	"Heroin"	"T40.1"	10	4548233	Unreliable	0.0%
	"Indiana"	"18"	"2001"	"2001"	"Other opioids"	"T40.2"	34	4548233	0.7	0.0%
	"Indiana"	"18"	"2001"	"2001"	"Methadone"	"T40.3"	14	4548233	Unreliable	0.0%
	"Indiana"	"18"	"2001"	"2001"	"Other synthetic narcotics"	"T40.4"	13	4548233	Unreliable	0.0%
	"Indiana"	"18"	"2002"	"2002"	"Opium"	"T40.0"	Suppressed	4575153	Suppressed	Suppressed
	"Indiana"	"18"	"2002"	"2002"	"Heroin"	"T40.1"	Suppressed	4575153	Suppressed	Suppressed
	"Indiana"	"18"	"2002"	"2002"	"Other opioids"	"T40.2"	32	4575153	0.7	0.0%
	"Indiana"	"18"	"2002"	"2002"	"Methadone"	"T40.3"	21	4575153	0.5	0.0%
	"Indiana"	"18"	"2002"	"2002"	"Other synthetic narcotics"	"T40.4"	14	4575153	Unreliable	0.0%
	"Indiana"	"18"	"2003"	"2003"	"Opium"	"T40.0"	Suppressed	4614078	Suppressed	Suppressed
	"Indiana"	"18"	"2003"	"2003"	"Heroin"	"T40.1"	Suppressed	4614078	Suppressed	Suppressed
	"Indiana"	"18"	"2003"	"2003"	"Other opioids"	"T40.2"	44	4614078	1.0	0.0%
	"Indiana"	"18"	"2003"	"2003"	"Methadone"	"T40.3"	48	4614078	1.0	0.0%
	"Indiana"	"18"	"2003"	"2003"	"Other synthetic narcotics"	"T40.4"	25	4614078	0.5	0.0%
	"Indiana"	"18"	"2004"	"2004"	"Opium"	"T40.0"	Suppressed	4646726	Suppressed	Suppressed
	"Indiana"	"18"	"2004"	"2004"	"Heroin"	"T40.1"	Suppressed	4646726	Suppressed	Suppressed
	"Indiana"	"18"	"2004"	"2004"	"Other opioids"	"T40.2"	51	4646726	1.1	0.0%
	"Indiana"	"18"	"2004"	"2004"	"Methadone"	"T40.3"	37	4646726	0.8	0.0%
	"Indiana"	"18"	"2004"	"2004"	"Other synthetic narcotics"	"T40.4"	26	4646726	0.6	0.0%
	"Indiana"	"18"	"2005"	"2005"	"Opium"	"T40.0"	Suppressed	4684718	Suppressed	Suppressed
	"Indiana"	"18"	"2005"	"2005"	"Heroin"	"T40.1"	16	4684718	Unreliable	0.0%
	"Indiana"	"18"	"2005"	"2005"	"Other opioids"	"T40.2"	61	4684718	1.3	0.0%
	"Indiana"	"18"	"2005"	"2005"	"Methadone"	"T40.3"	54	4684718	1.2	0.0%
	"Indiana"	"18"	"2005"	"2005"	"Other synthetic narcotics"	"T40.4"	27	4684718	0.6	0.0%
	"Indiana"	"18"	"2006"	"2006"	"Opium"	"T40.0"	Suppressed	4729562	Suppressed	Suppressed
	"Indiana"	"18"	"2006"	"2006"	"Heroin"	"T40.1"	10	4729562	Unreliable	0.0%
	"Indiana"	"18"	"2006"	"2006"	"Other opioids"	"T40.2"	50	4729562	1.1	0.0%
	"Indiana"	"18"	"2006"	"2006"	"Methadone"	"T40.3"	51	4729562	1.1	0.0%
	"Indiana"	"18"	"2006"	"2006"	"Other synthetic narcotics"	"T40.4"	52	4729562	1.1	0.0%
	"Indiana"	"18"	"2007"	"2007"	"Opium"	"T40.0"	Suppressed	4770105	Suppressed	Suppressed
	"Indiana"	"18"	"2007"	"2007"	"Heroin"	"T40.1"	18	4770105	Unreliable	0.0%
	"Indiana"	"18"	"2007"	"2007"	"Other opioids"	"T40.2"	85	4770105	1.8	0.0%
	"Indiana"	"18"	"2007"	"2007"	"Methadone"	"T40.3"	77	4770105	1.6	0.0%
	"Indiana"	"18"	"2007"	"2007"	"Other synthetic narcotics"	"T40.4"	51	4770105	1.1	0.0%
	"Indiana"	"18"	"2008"	"2008"	"Opium"	"T40.0"	Suppressed	4813312	Suppressed	Suppressed
	"Indiana"	"18"	"2008"	"2008"	"Heroin"	"T40.1"	58	4813312	1.2	0.0%
	"Indiana"	"18"	"2008"	"2008"	"Other opioids"	"T40.2"	113	4813312	2.3	0.0%
	"Indiana"	"18"	"2008"	"2008"	"Methadone"	"T40.3"	83	4813312	1.7	0.0%
	"Indiana"	"18"	"2008"	"2008"	"Other synthetic narcotics"	"T40.4"	54	4813312	1.1	0.0%
	"Indiana"	"18"	"2009"	"2009"	"Opium"	"T40.0"	Suppressed	4849621	Suppressed	Suppressed
	"Indiana"	"18"	"2009"	"2009"	"Heroin"	"T40.1"	64	4849621	1.3	0.0%
	"Indiana"	"18"	"2009"	"2009"	"Other opioids"	"T40.2"	157	4849621	3.2	0.1%
	"Indiana"	"18"	"2009"	"2009"	"Methadone"	"T40.3"	84	4849621	1.7	0.0%
	"Indiana"	"18"	"2009"	"2009"	"Other synthetic narcotics"	"T40.4"	68	4849621	1.4	0.0%
	"Indiana"	"18"	"2010"	"2010"	"Opium"	"T40.0"	Suppressed	4875504	Suppressed	Suppressed
	"Indiana"	"18"	"2010"	"2010"	"Heroin"	"T40.1"	59	4875504	1.2	0.0%
	"Indiana"	"18"	"2010"	"2010"	"Other opioids"	"T40.2"	144	4875504	3.0	0.0%
	"Indiana"	"18"	"2010"	"2010"	"Methadone"	"T40.3"	63	4875504	1.3	0.0%
	"Indiana"	"18"	"2010"	"2010"	"Other synthetic narcotics"	"T40.4"	50	4875504	1.0	0.0%
	"Indiana"	"18"	"2011"	"2011"	"Opium"	"T40.0"	Suppressed	4919319	Suppressed	Suppressed
	"Indiana"	"18"	"2011"	"2011"	"Heroin"	"T40.1"	68	4919319	1.4	0.0%
	"Indiana"	"18"	"2011"	"2011"	"Other opioids"	"T40.2"	183	4919319	3.7	0.1%
	"Indiana"	"18"	"2011"	"2011"	"Methadone"	"T40.3"	60	4919319	1.2	0.0%
	"Indiana"	"18"	"2011"	"2011"	"Other synthetic narcotics"	"T40.4"	41	4919319	0.8	0.0%
	"Indiana"	"18"	"2012"	"2012"	"Opium"	"T40.0"	Suppressed	4945857	Suppressed	Suppressed
	"Indiana"	"18"	"2012"	"2012"	"Heroin"	"T40.1"	117	4945857	2.4	0.0%
	"Indiana"	"18"	"2012"	"2012"	"Other opioids"	"T40.2"	145	4945857	2.9	0.0%
	"Indiana"	"18"	"2012"	"2012"	"Methadone"	"T40.3"	48	4945857	1.0	0.0%
	"Indiana"	"18"	"2012"	"2012"	"Other synthetic narcotics"	"T40.4"	45	4945857	0.9	0.0%
	"Indiana"	"18"	"2013"	"2013"	"Opium"	"T40.0"	Suppressed	4984875	Suppressed	Suppressed
	"Indiana"	"18"	"2013"	"2013"	"Heroin"	"T40.1"	163	4984875	3.3	0.1%
	"Indiana"	"18"	"2013"	"2013"	"Other opioids"	"T40.2"	119	4984875	2.4	0.0%
	"Indiana"	"18"	"2013"	"2013"	"Methadone"	"T40.3"	34	4984875	0.7	0.0%
	"Indiana"	"18"	"2013"	"2013"	"Other synthetic narcotics"	"T40.4"	37	4984875	0.7	0.0%
	"Indiana"	"18"	"2014"	"2014"	"Opium"	"T40.0"	Suppressed	5014928	Suppressed	Suppressed
	"Indiana"	"18"	"2014"	"2014"	"Heroin"	"T40.1"	173	5014928	3.4	0.1%
	"Indiana"	"18"	"2014"	"2014"	"Other opioids"	"T40.2"	161	5014928	3.2	0.1%
	"Indiana"	"18"	"2014"	"2014"	"Methadone"	"T40.3"	40	5014928	0.8	0.0%
	"Indiana"	"18"	"2014"	"2014"	"Other synthetic narcotics"	"T40.4"	91	5014928	1.8	0.0%
	"Indiana"	"18"	"2015"	"2015"	"Opium"	"T40.0"	Suppressed	5040224	Suppressed	Suppressed
	"Indiana"	"18"	"2015"	"2015"	"Heroin"	"T40.1"	242	5040224	4.8	0.1%
	"Indiana"	"18"	"2015"	"2015"	"Other opioids"	"T40.2"	161	5040224	3.2	0.1%
	"Indiana"	"18"	"2015"	"2015"	"Methadone"	"T40.3"	37	5040224	0.7	0.0%
	"Indiana"	"18"	"2015"	"2015"	"Other synthetic narcotics"	"T40.4"	125	5040224	2.5	0.0%
	"Iowa"	"19"	"2000"	"2000"	"Opium"	"T40.0"	Suppressed	2192686	Suppressed	Suppressed
	"Iowa"	"19"	"2000"	"2000"	"Heroin"	"T40.1"	Suppressed	2192686	Suppressed	Suppressed
	"Iowa"	"19"	"2000"	"2000"	"Other opioids"	"T40.2"	Suppressed	2192686	Suppressed	Suppressed
	"Iowa"	"19"	"2000"	"2000"	"Methadone"	"T40.3"	Suppressed	2192686	Suppressed	Suppressed
	"Iowa"	"19"	"2000"	"2000"	"Other synthetic narcotics"	"T40.4"	Suppressed	2192686	Suppressed	Suppressed
	"Iowa"	"19"	"2001"	"2001"	"Opium"	"T40.0"	Suppressed	2203396	Suppressed	Suppressed
	"Iowa"	"19"	"2001"	"2001"	"Heroin"	"T40.1"	Suppressed	2203396	Suppressed	Suppressed
	"Iowa"	"19"	"2001"	"2001"	"Other opioids"	"T40.2"	15	2203396	Unreliable	0.0%
	"Iowa"	"19"	"2001"	"2001"	"Methadone"	"T40.3"	Suppressed	2203396	Suppressed	Suppressed
	"Iowa"	"19"	"2001"	"2001"	"Other synthetic narcotics"	"T40.4"	Suppressed	2203396	Suppressed	Suppressed
	"Iowa"	"19"	"2002"	"2002"	"Opium"	"T40.0"	Suppressed	2210549	Suppressed	Suppressed
	"Iowa"	"19"	"2002"	"2002"	"Heroin"	"T40.1"	Suppressed	2210549	Suppressed	Suppressed
	"Iowa"	"19"	"2002"	"2002"	"Other opioids"	"T40.2"	19	2210549	Unreliable	0.0%
	"Iowa"	"19"	"2002"	"2002"	"Methadone"	"T40.3"	Suppressed	2210549	Suppressed	Suppressed
	"Iowa"	"19"	"2002"	"2002"	"Other synthetic narcotics"	"T40.4"	11	2210549	Unreliable	0.0%
	"Iowa"	"19"	"2003"	"2003"	"Opium"	"T40.0"	Suppressed	2221897	Suppressed	Suppressed
	"Iowa"	"19"	"2003"	"2003"	"Heroin"	"T40.1"	Suppressed	2221897	Suppressed	Suppressed
	"Iowa"	"19"	"2003"	"2003"	"Other opioids"	"T40.2"	18	2221897	Unreliable	0.0%
	"Iowa"	"19"	"2003"	"2003"	"Methadone"	"T40.3"	Suppressed	2221897	Suppressed	Suppressed
	"Iowa"	"19"	"2003"	"2003"	"Other synthetic narcotics"	"T40.4"	13	2221897	Unreliable	0.0%
	"Iowa"	"19"	"2004"	"2004"	"Opium"	"T40.0"	Suppressed	2234927	Suppressed	Suppressed
	"Iowa"	"19"	"2004"	"2004"	"Heroin"	"T40.1"	Suppressed	2234927	Suppressed	Suppressed
	"Iowa"	"19"	"2004"	"2004"	"Other opioids"	"T40.2"	33	2234927	1.5	0.0%
	"Iowa"	"19"	"2004"	"2004"	"Methadone"	"T40.3"	12	2234927	Unreliable	0.0%
	"Iowa"	"19"	"2004"	"2004"	"Other synthetic narcotics"	"T40.4"	13	2234927	Unreliable	0.0%
	"Iowa"	"19"	"2005"	"2005"	"Opium"	"T40.0"	Suppressed	2245966	Suppressed	Suppressed
	"Iowa"	"19"	"2005"	"2005"	"Heroin"	"T40.1"	Suppressed	2245966	Suppressed	Suppressed
	"Iowa"	"19"	"2005"	"2005"	"Other opioids"	"T40.2"	37	2245966	1.6	0.0%
	"Iowa"	"19"	"2005"	"2005"	"Methadone"	"T40.3"	21	2245966	0.9	0.0%
	"Iowa"	"19"	"2005"	"2005"	"Other synthetic narcotics"	"T40.4"	Suppressed	2245966	Suppressed	Suppressed
	"Iowa"	"19"	"2006"	"2006"	"Opium"	"T40.0"	Suppressed	2260941	Suppressed	Suppressed
	"Iowa"	"19"	"2006"	"2006"	"Heroin"	"T40.1"	Suppressed	2260941	Suppressed	Suppressed
	"Iowa"	"19"	"2006"	"2006"	"Other opioids"	"T40.2"	54	2260941	2.4	0.0%
	"Iowa"	"19"	"2006"	"2006"	"Methadone"	"T40.3"	23	2260941	1.0	0.0%
	"Iowa"	"19"	"2006"	"2006"	"Other synthetic narcotics"	"T40.4"	17	2260941	Unreliable	0.0%
	"Iowa"	"19"	"2007"	"2007"	"Opium"	"T40.0"	Suppressed	2275580	Suppressed	Suppressed
	"Iowa"	"19"	"2007"	"2007"	"Heroin"	"T40.1"	Suppressed	2275580	Suppressed	Suppressed
	"Iowa"	"19"	"2007"	"2007"	"Other opioids"	"T40.2"	55	2275580	2.4	0.0%
	"Iowa"	"19"	"2007"	"2007"	"Methadone"	"T40.3"	37	2275580	1.6	0.0%
	"Iowa"	"19"	"2007"	"2007"	"Other synthetic narcotics"	"T40.4"	20	2275580	0.9	0.0%
	"Iowa"	"19"	"2008"	"2008"	"Opium"	"T40.0"	Suppressed	2291076	Suppressed	Suppressed
	"Iowa"	"19"	"2008"	"2008"	"Heroin"	"T40.1"	10	2291076	Unreliable	0.0%
	"Iowa"	"19"	"2008"	"2008"	"Other opioids"	"T40.2"	85	2291076	3.7	0.0%
	"Iowa"	"19"	"2008"	"2008"	"Methadone"	"T40.3"	29	2291076	1.3	0.0%
	"Iowa"	"19"	"2008"	"2008"	"Other synthetic narcotics"	"T40.4"	26	2291076	1.1	0.0%
	"Iowa"	"19"	"2009"	"2009"	"Opium"	"T40.0"	Suppressed	2305901	Suppressed	Suppressed
	"Iowa"	"19"	"2009"	"2009"	"Heroin"	"T40.1"	10	2305901	Unreliable	0.0%
	"Iowa"	"19"	"2009"	"2009"	"Other opioids"	"T40.2"	85	2305901	3.7	0.0%
	"Iowa"	"19"	"2009"	"2009"	"Methadone"	"T40.3"	34	2305901	1.5	0.0%
	"Iowa"	"19"	"2009"	"2009"	"Other synthetic narcotics"	"T40.4"	36	2305901	1.6	0.0%
	"Iowa"	"19"	"2010"	"2010"	"Opium"	"T40.0"	Suppressed	2318362	Suppressed	Suppressed
	"Iowa"	"19"	"2010"	"2010"	"Heroin"	"T40.1"	Suppressed	2318362	Suppressed	Suppressed
	"Iowa"	"19"	"2010"	"2010"	"Other opioids"	"T40.2"	84	2318362	3.6	0.0%
	"Iowa"	"19"	"2010"	"2010"	"Methadone"	"T40.3"	43	2318362	1.9	0.0%
	"Iowa"	"19"	"2010"	"2010"	"Other synthetic narcotics"	"T40.4"	46	2318362	2.0	0.0%
	"Iowa"	"19"	"2011"	"2011"	"Opium"	"T40.0"	Suppressed	2337939	Suppressed	Suppressed
	"Iowa"	"19"	"2011"	"2011"	"Heroin"	"T40.1"	14	2337939	Unreliable	0.0%
	"Iowa"	"19"	"2011"	"2011"	"Other opioids"	"T40.2"	95	2337939	4.1	0.0%
	"Iowa"	"19"	"2011"	"2011"	"Methadone"	"T40.3"	38	2337939	1.6	0.0%
	"Iowa"	"19"	"2011"	"2011"	"Other synthetic narcotics"	"T40.4"	32	2337939	1.4	0.0%
	"Iowa"	"19"	"2012"	"2012"	"Opium"	"T40.0"	Suppressed	2351233	Suppressed	Suppressed
	"Iowa"	"19"	"2012"	"2012"	"Heroin"	"T40.1"	14	2351233	Unreliable	0.0%
	"Iowa"	"19"	"2012"	"2012"	"Other opioids"	"T40.2"	107	2351233	4.6	0.0%
	"Iowa"	"19"	"2012"	"2012"	"Methadone"	"T40.3"	43	2351233	1.8	0.0%
	"Iowa"	"19"	"2012"	"2012"	"Other synthetic narcotics"	"T40.4"	38	2351233	1.6	0.0%
	"Iowa"	"19"	"2013"	"2013"	"Opium"	"T40.0"	Suppressed	2366384	Suppressed	Suppressed
	"Iowa"	"19"	"2013"	"2013"	"Heroin"	"T40.1"	32	2366384	1.4	0.0%
	"Iowa"	"19"	"2013"	"2013"	"Other opioids"	"T40.2"	109	2366384	4.6	0.0%
	"Iowa"	"19"	"2013"	"2013"	"Methadone"	"T40.3"	25	2366384	1.1	0.0%
	"Iowa"	"19"	"2013"	"2013"	"Other synthetic narcotics"	"T40.4"	36	2366384	1.5	0.0%
	"Iowa"	"19"	"2014"	"2014"	"Opium"	"T40.0"	Suppressed	2381172	Suppressed	Suppressed
	"Iowa"	"19"	"2014"	"2014"	"Heroin"	"T40.1"	37	2381172	1.6	0.0%
	"Iowa"	"19"	"2014"	"2014"	"Other opioids"	"T40.2"	87	2381172	3.7	0.0%
	"Iowa"	"19"	"2014"	"2014"	"Methadone"	"T40.3"	19	2381172	Unreliable	0.0%
	"Iowa"	"19"	"2014"	"2014"	"Other synthetic narcotics"	"T40.4"	32	2381172	1.3	0.0%
	"Iowa"	"19"	"2015"	"2015"	"Opium"	"T40.0"	Suppressed	2395103	Suppressed	Suppressed
	"Iowa"	"19"	"2015"	"2015"	"Heroin"	"T40.1"	46	2395103	1.9	0.0%
	"Iowa"	"19"	"2015"	"2015"	"Other opioids"	"T40.2"	80	2395103	3.3	0.0%
	"Iowa"	"19"	"2015"	"2015"	"Methadone"	"T40.3"	26	2395103	1.1	0.0%
	"Iowa"	"19"	"2015"	"2015"	"Other synthetic narcotics"	"T40.4"	49	2395103	2.0	0.0%
	"Kansas"	"20"	"2000"	"2000"	"Opium"	"T40.0"	Suppressed	1975425	Suppressed	Suppressed
	"Kansas"	"20"	"2000"	"2000"	"Heroin"	"T40.1"	Suppressed	1975425	Suppressed	Suppressed
	"Kansas"	"20"	"2000"	"2000"	"Other opioids"	"T40.2"	10	1975425	Unreliable	0.0%
	"Kansas"	"20"	"2000"	"2000"	"Methadone"	"T40.3"	Suppressed	1975425	Suppressed	Suppressed
	"Kansas"	"20"	"2000"	"2000"	"Other synthetic narcotics"	"T40.4"	Suppressed	1975425	Suppressed	Suppressed
	"Kansas"	"20"	"2001"	"2001"	"Opium"	"T40.0"	Suppressed	1991239	Suppressed	Suppressed
	"Kansas"	"20"	"2001"	"2001"	"Heroin"	"T40.1"	Suppressed	1991239	Suppressed	Suppressed
	"Kansas"	"20"	"2001"	"2001"	"Other opioids"	"T40.2"	22	1991239	1.1	0.0%
	"Kansas"	"20"	"2001"	"2001"	"Methadone"	"T40.3"	Suppressed	1991239	Suppressed	Suppressed
	"Kansas"	"20"	"2001"	"2001"	"Other synthetic narcotics"	"T40.4"	11	1991239	Unreliable	0.0%
	"Kansas"	"20"	"2002"	"2002"	"Opium"	"T40.0"	Suppressed	2004119	Suppressed	Suppressed
	"Kansas"	"20"	"2002"	"2002"	"Heroin"	"T40.1"	Suppressed	2004119	Suppressed	Suppressed
	"Kansas"	"20"	"2002"	"2002"	"Other opioids"	"T40.2"	45	2004119	2.2	0.0%
	"Kansas"	"20"	"2002"	"2002"	"Methadone"	"T40.3"	27	2004119	1.3	0.0%
	"Kansas"	"20"	"2002"	"2002"	"Other synthetic narcotics"	"T40.4"	18	2004119	Unreliable	0.0%
	"Kansas"	"20"	"2003"	"2003"	"Opium"	"T40.0"	Suppressed	2015157	Suppressed	Suppressed
