State	StateName	Year	Month	Period	Indicator	DataValue	PercentComplete	PercentPendingInvestigation	Footnote
DC	District of Columbia	2017	July	12 month-ending	Natural & semi-synthetic opioids (T40.2)	39	100	0.174741859	*Likely underreported due to incomplete data
DC	District of Columbia	2017	August	12 month-ending	Natural & semi-synthetic opioids (T40.2)	38	100	0.207535121	*Likely underreported due to incomplete data
DC	District of Columbia	2017	September	12 month-ending	Natural & semi-synthetic opioids (T40.2)	39	100	0.208099888	*Likely underreported due to incomplete data
DC	District of Columbia	2015	January	12 month-ending	Number of Deaths	5,589	100	0.107353731	
DC	District of Columbia	2015	February	12 month-ending	Number of Deaths	5,632	100	0.106534091	
DC	District of Columbia	2015	March	12 month-ending	Number of Deaths	5,704	100	0.105189341	
DC	District of Columbia	2015	April	12 month-ending	Number of Deaths	5,740	100	0.139372822	
DC	District of Columbia	2015	May	12 month-ending	Number of Deaths	5,706	100	0.140203295	
DC	District of Columbia	2015	June	12 month-ending	Number of Deaths	5,678	100	0.140894681	
DC	District of Columbia	2015	July	12 month-ending	Number of Deaths	5,668	100	0.14114326	
DC	District of Columbia	2015	August	12 month-ending	Number of Deaths	5,703	100	0.140277047	
DC	District of Columbia	2015	September	12 month-ending	Number of Deaths	5,683	100	0.14077072	
DC	District of Columbia	2015	October	12 month-ending	Number of Deaths	5,719	100	0.15737017	
DC	District of Columbia	2015	November	12 month-ending	Number of Deaths	5,754	100	0.139033716	
DC	District of Columbia	2015	December	12 month-ending	Number of Deaths	5,706	100	0.105152471	
DC	District of Columbia	2016	January	12 month-ending	Number of Deaths	5,616	100	0.106837607	
DC	District of Columbia	2016	February	12 month-ending	Number of Deaths	5,610	100	0.106951872	
DC	District of Columbia	2016	March	12 month-ending	Number of Deaths	5,620	100	0.106761566	
DC	District of Columbia	2016	April	12 month-ending	Number of Deaths	5,662	100	0.070646415	
DC	District of Columbia	2016	May	12 month-ending	Number of Deaths	5,719	100	0.069942298	
DC	District of Columbia	2016	June	12 month-ending	Number of Deaths	5,731	100	0.069795847	
DC	District of Columbia	2016	July	12 month-ending	Number of Deaths	5,770	100	0.06932409	
DC	District of Columbia	2016	August	12 month-ending	Number of Deaths	5,789	100	0.069096562	
DC	District of Columbia	2016	September	12 month-ending	Number of Deaths	5,869	100	0.051116033	
DC	District of Columbia	2016	October	12 month-ending	Number of Deaths	5,876	100	0.01701838	
DC	District of Columbia	2016	November	12 month-ending	Number of Deaths	5,933	100	0.01685488	
DC	District of Columbia	2016	December	12 month-ending	Number of Deaths	6,055	100	0	
DC	District of Columbia	2017	January	12 month-ending	Number of Deaths	6,128	100	0	*Likely underreported due to incomplete data
DC	District of Columbia	2017	February	12 month-ending	Number of Deaths	6,177	100	0.016189089	*Likely underreported due to incomplete data
DC	District of Columbia	2017	March	12 month-ending	Number of Deaths	6,226	100	0.048185031	*Likely underreported due to incomplete data
DC	District of Columbia	2017	April	12 month-ending	Number of Deaths	6,239	100	0.112197468	*Likely underreported due to incomplete data
DC	District of Columbia	2017	May	12 month-ending	Number of Deaths	6,284	100	0.127307448	*Likely underreported due to incomplete data
DC	District of Columbia	2017	June	12 month-ending	Number of Deaths	6,320	100	0.142405063	*Likely underreported due to incomplete data
DC	District of Columbia	2017	July	12 month-ending	Number of Deaths	6,295	100	0.174741859	*Likely underreported due to incomplete data
DC	District of Columbia	2017	August	12 month-ending	Number of Deaths	6,264	100	0.207535121	*Likely underreported due to incomplete data
DC	District of Columbia	2017	September	12 month-ending	Number of Deaths	6,247	100	0.208099888	*Likely underreported due to incomplete data
DC	District of Columbia	2015	January	12 month-ending	Number of Drug Overdose Deaths	113	100	0.107353731	
DC	District of Columbia	2015	February	12 month-ending	Number of Drug Overdose Deaths	113	100	0.106534091	
DC	District of Columbia	2015	March	12 month-ending	Number of Drug Overdose Deaths	115	100	0.105189341	
DC	District of Columbia	2015	April	12 month-ending	Number of Drug Overdose Deaths	113	100	0.139372822	
DC	District of Columbia	2015	May	12 month-ending	Number of Drug Overdose Deaths	118	100	0.140203295	
DC	District of Columbia	2015	June	12 month-ending	Number of Drug Overdose Deaths	119	100	0.140894681	
DC	District of Columbia	2015	July	12 month-ending	Number of Drug Overdose Deaths	114	100	0.14114326	
DC	District of Columbia	2015	August	12 month-ending	Number of Drug Overdose Deaths	115	100	0.140277047	
DC	District of Columbia	2015	September	12 month-ending	Number of Drug Overdose Deaths	122	100	0.14077072	
DC	District of Columbia	2015	October	12 month-ending	Number of Drug Overdose Deaths	126	100	0.15737017	
DC	District of Columbia	2015	November	12 month-ending	Number of Drug Overdose Deaths	135	100	0.139033716	
DC	District of Columbia	2015	December	12 month-ending	Number of Drug Overdose Deaths	144	100	0.105152471	
DC	District of Columbia	2016	January	12 month-ending	Number of Drug Overdose Deaths	146	100	0.106837607	
DC	District of Columbia	2016	February	12 month-ending	Number of Drug Overdose Deaths	146	100	0.106951872	
DC	District of Columbia	2016	March	12 month-ending	Number of Drug Overdose Deaths	161	100	0.106761566	
DC	District of Columbia	2016	April	12 month-ending	Number of Drug Overdose Deaths	174	100	0.070646415	
DC	District of Columbia	2016	May	12 month-ending	Number of Drug Overdose Deaths	198	100	0.069942298	
DC	District of Columbia	2016	June	12 month-ending	Number of Drug Overdose Deaths	208	100	0.069795847	
DC	District of Columbia	2016	July	12 month-ending	Number of Drug Overdose Deaths	219	100	0.06932409	
DC	District of Columbia	2016	August	12 month-ending	Number of Drug Overdose Deaths	239	100	0.069096562	
DC	District of Columbia	2016	September	12 month-ending	Number of Drug Overdose Deaths	247	100	0.051116033	
DC	District of Columbia	2016	October	12 month-ending	Number of Drug Overdose Deaths	259	100	0.01701838	
DC	District of Columbia	2016	November	12 month-ending	Number of Drug Overdose Deaths	289	100	0.01685488	
DC	District of Columbia	2016	December	12 month-ending	Number of Drug Overdose Deaths	300	100	0	
DC	District of Columbia	2017	January	12 month-ending	Number of Drug Overdose Deaths	324	100	0	*Likely underreported due to incomplete data
DC	District of Columbia	2017	February	12 month-ending	Number of Drug Overdose Deaths	340	100	0.016189089	*Likely underreported due to incomplete data
DC	District of Columbia	2017	March	12 month-ending	Number of Drug Overdose Deaths	353	100	0.048185031	*Likely underreported due to incomplete data
DC	District of Columbia	2017	April	12 month-ending	Number of Drug Overdose Deaths	369	100	0.112197468	*Likely underreported due to incomplete data
DC	District of Columbia	2017	May	12 month-ending	Number of Drug Overdose Deaths	370	100	0.127307448	*Likely underreported due to incomplete data
DC	District of Columbia	2017	June	12 month-ending	Number of Drug Overdose Deaths	369	100	0.142405063	*Likely underreported due to incomplete data
DC	District of Columbia	2017	July	12 month-ending	Number of Drug Overdose Deaths	364	100	0.174741859	*Likely underreported due to incomplete data
DC	District of Columbia	2017	August	12 month-ending	Number of Drug Overdose Deaths	357	100	0.207535121	*Likely underreported due to incomplete data
DC	District of Columbia	2017	September	12 month-ending	Number of Drug Overdose Deaths	356	100	0.208099888	*Likely underreported due to incomplete data
DC	District of Columbia	2015	January	12 month-ending	Opioids (T40.0-T40.4,T40.6)	81	100	0.107353731	
DC	District of Columbia	2015	February	12 month-ending	Opioids (T40.0-T40.4,T40.6)	80	100	0.106534091	
DC	District of Columbia	2015	March	12 month-ending	Opioids (T40.0-T40.4,T40.6)	80	100	0.105189341	
DC	District of Columbia	2015	April	12 month-ending	Opioids (T40.0-T40.4,T40.6)	80	100	0.139372822	
DC	District of Columbia	2015	May	12 month-ending	Opioids (T40.0-T40.4,T40.6)	83	100	0.140203295	
DC	District of Columbia	2015	June	12 month-ending	Opioids (T40.0-T40.4,T40.6)	83	100	0.140894681	
DC	District of Columbia	2015	July	12 month-ending	Opioids (T40.0-T40.4,T40.6)	80	100	0.14114326	
DC	District of Columbia	2015	August	12 month-ending	Opioids (T40.0-T40.4,T40.6)	82	100	0.140277047	
DC	District of Columbia	2015	September	12 month-ending	Opioids (T40.0-T40.4,T40.6)	92	100	0.14077072	
DC	District of Columbia	2015	October	12 month-ending	Opioids (T40.0-T40.4,T40.6)	95	100	0.15737017	
DC	District of Columbia	2015	November	12 month-ending	Opioids (T40.0-T40.4,T40.6)	102	100	0.139033716	
DC	District of Columbia	2015	December	12 month-ending	Opioids (T40.0-T40.4,T40.6)	112	100	0.105152471	
DC	District of Columbia	2016	January	12 month-ending	Opioids (T40.0-T40.4,T40.6)	115	100	0.106837607	
DC	District of Columbia	2016	February	12 month-ending	Opioids (T40.0-T40.4,T40.6)	113	100	0.106951872	
DC	District of Columbia	2016	March	12 month-ending	Opioids (T40.0-T40.4,T40.6)	124	100	0.106761566	
DC	District of Columbia	2016	April	12 month-ending	Opioids (T40.0-T40.4,T40.6)	135	100	0.070646415	
DC	District of Columbia	2016	May	12 month-ending	Opioids (T40.0-T40.4,T40.6)	155	100	0.069942298	
DC	District of Columbia	2016	June	12 month-ending	Opioids (T40.0-T40.4,T40.6)	163	100	0.069795847	
DC	District of Columbia	2016	July	12 month-ending	Opioids (T40.0-T40.4,T40.6)	170	100	0.06932409	
DC	District of Columbia	2016	August	12 month-ending	Opioids (T40.0-T40.4,T40.6)	181	100	0.069096562	
DC	District of Columbia	2016	September	12 month-ending	Opioids (T40.0-T40.4,T40.6)	187	100	0.051116033	
DC	District of Columbia	2016	October	12 month-ending	Opioids (T40.0-T40.4,T40.6)	195	100	0.01701838	
DC	District of Columbia	2016	November	12 month-ending	Opioids (T40.0-T40.4,T40.6)	221	100	0.01685488	
DC	District of Columbia	2016	December	12 month-ending	Opioids (T40.0-T40.4,T40.6)	230	100	0	
DC	District of Columbia	2017	January	12 month-ending	Opioids (T40.0-T40.4,T40.6)	252	100	0	*Likely underreported due to incomplete data
DC	District of Columbia	2017	February	12 month-ending	Opioids (T40.0-T40.4,T40.6)	270	100	0.016189089	*Likely underreported due to incomplete data
DC	District of Columbia	2017	March	12 month-ending	Opioids (T40.0-T40.4,T40.6)	283	100	0.048185031	*Likely underreported due to incomplete data
DC	District of Columbia	2017	April	12 month-ending	Opioids (T40.0-T40.4,T40.6)	295	100	0.112197468	*Likely underreported due to incomplete data
DC	District of Columbia	2017	May	12 month-ending	Opioids (T40.0-T40.4,T40.6)	295	100	0.127307448	*Likely underreported due to incomplete data
DC	District of Columbia	2017	June	12 month-ending	Opioids (T40.0-T40.4,T40.6)	293	100	0.142405063	*Likely underreported due to incomplete data
DC	District of Columbia	2017	July	12 month-ending	Opioids (T40.0-T40.4,T40.6)	291	100	0.174741859	*Likely underreported due to incomplete data
DC	District of Columbia	2017	August	12 month-ending	Opioids (T40.0-T40.4,T40.6)	288	100	0.207535121	*Likely underreported due to incomplete data
DC	District of Columbia	2017	September	12 month-ending	Opioids (T40.0-T40.4,T40.6)	281	100	0.208099888	*Likely underreported due to incomplete data
DC	District of Columbia	2015	January	12 month-ending	Percent with drugs specified	99.11504425	100	0.107353731	
DC	District of Columbia	2015	February	12 month-ending	Percent with drugs specified	100	100	0.106534091	
DC	District of Columbia	2015	March	12 month-ending	Percent with drugs specified	100	100	0.105189341	
DC	District of Columbia	2015	April	12 month-ending	Percent with drugs specified	100	100	0.139372822	
DC	District of Columbia	2015	May	12 month-ending	Percent with drugs specified	100	100	0.140203295	
DC	District of Columbia	2015	June	12 month-ending	Percent with drugs specified	100	100	0.140894681	
DC	District of Columbia	2015	July	12 month-ending	Percent with drugs specified	100	100	0.14114326	
DC	District of Columbia	2015	August	12 month-ending	Percent with drugs specified	100	100	0.140277047	
DC	District of Columbia	2015	September	12 month-ending	Percent with drugs specified	100	100	0.14077072	
DC	District of Columbia	2015	October	12 month-ending	Percent with drugs specified	100	100	0.15737017	
DC	District of Columbia	2015	November	12 month-ending	Percent with drugs specified	100	100	0.139033716	
DC	District of Columbia	2015	December	12 month-ending	Percent with drugs specified	100	100	0.105152471	
DC	District of Columbia	2016	January	12 month-ending	Percent with drugs specified	100	100	0.106837607	
DC	District of Columbia	2016	February	12 month-ending	Percent with drugs specified	100	100	0.106951872	
DC	District of Columbia	2016	March	12 month-ending	Percent with drugs specified	100	100	0.106761566	
DC	District of Columbia	2016	April	12 month-ending	Percent with drugs specified	99.42528736	100	0.070646415	
DC	District of Columbia	2016	May	12 month-ending	Percent with drugs specified	99.49494949	100	0.069942298	
DC	District of Columbia	2016	June	12 month-ending	Percent with drugs specified	99.03846154	100	0.069795847	
DC	District of Columbia	2016	July	12 month-ending	Percent with drugs specified	99.08675799	100	0.06932409	
DC	District of Columbia	2016	August	12 month-ending	Percent with drugs specified	99.16317992	100	0.069096562	
DC	District of Columbia	2016	September	12 month-ending	Percent with drugs specified	99.1902834	100	0.051116033	
DC	District of Columbia	2016	October	12 month-ending	Percent with drugs specified	99.22779923	100	0.01701838	
DC	District of Columbia	2016	November	12 month-ending	Percent with drugs specified	99.30795848	100	0.01685488	
DC	District of Columbia	2016	December	12 month-ending	Percent with drugs specified	99.33333333	100	0	
DC	District of Columbia	2017	January	12 month-ending	Percent with drugs specified	99.38271605	100	0	*Likely underreported due to incomplete data
DC	District of Columbia	2017	February	12 month-ending	Percent with drugs specified	99.41176471	100	0.016189089	*Likely underreported due to incomplete data
DC	District of Columbia	2017	March	12 month-ending	Percent with drugs specified	99.43342776	100	0.048185031	*Likely underreported due to incomplete data
DC	District of Columbia	2017	April	12 month-ending	Percent with drugs specified	99.18699187	100	0.112197468	*Likely underreported due to incomplete data
DC	District of Columbia	2017	May	12 month-ending	Percent with drugs specified	99.18918919	100	0.127307448	*Likely underreported due to incomplete data
DC	District of Columbia	2017	June	12 month-ending	Percent with drugs specified	99.45799458	100	0.142405063	*Likely underreported due to incomplete data
DC	District of Columbia	2017	July	12 month-ending	Percent with drugs specified	99.17582418	100	0.174741859	*Likely underreported due to incomplete data
DC	District of Columbia	2017	August	12 month-ending	Percent with drugs specified	99.15966387	100	0.207535121	*Likely underreported due to incomplete data
DC	District of Columbia	2017	September	12 month-ending	Percent with drugs specified	98.87640449	100	0.208099888	*Likely underreported due to incomplete data
DC	District of Columbia	2015	January	12 month-ending	Psychostimulants with abuse potential (T43.6)	3	100	0.107353731	
DE	Delaware	2015	March	12 month-ending	Number of Deaths	8,551	100	0	
DC	District of Columbia	2015	February	12 month-ending	Psychostimulants with abuse potential (T43.6)	3	100	0.106534091	
DC	District of Columbia	2015	March	12 month-ending	Psychostimulants with abuse potential (T43.6)	3	100	0.105189341	
DC	District of Columbia	2015	April	12 month-ending	Psychostimulants with abuse potential (T43.6)	3	100	0.139372822	
DC	District of Columbia	2015	May	12 month-ending	Psychostimulants with abuse potential (T43.6)	3	100	0.140203295	
DC	District of Columbia	2015	June	12 month-ending	Psychostimulants with abuse potential (T43.6)	5	100	0.140894681	
DC	District of Columbia	2015	July	12 month-ending	Psychostimulants with abuse potential (T43.6)	4	100	0.14114326	
DC	District of Columbia	2015	August	12 month-ending	Psychostimulants with abuse potential (T43.6)	5	100	0.140277047	
DC	District of Columbia	2015	September	12 month-ending	Psychostimulants with abuse potential (T43.6)	5	100	0.14077072	
DC	District of Columbia	2015	October	12 month-ending	Psychostimulants with abuse potential (T43.6)	5	100	0.15737017	
DC	District of Columbia	2015	November	12 month-ending	Psychostimulants with abuse potential (T43.6)	5	100	0.139033716	
DC	District of Columbia	2015	December	12 month-ending	Psychostimulants with abuse potential (T43.6)	5	100	0.105152471	
DC	District of Columbia	2016	January	12 month-ending	Psychostimulants with abuse potential (T43.6)	5	100	0.106837607	
DC	District of Columbia	2016	February	12 month-ending	Psychostimulants with abuse potential (T43.6)	5	100	0.106951872	
DC	District of Columbia	2016	March	12 month-ending	Psychostimulants with abuse potential (T43.6)	5	100	0.106761566	
DC	District of Columbia	2016	April	12 month-ending	Psychostimulants with abuse potential (T43.6)	5	100	0.070646415	
DC	District of Columbia	2016	May	12 month-ending	Psychostimulants with abuse potential (T43.6)	5	100	0.069942298	
DC	District of Columbia	2016	June	12 month-ending	Psychostimulants with abuse potential (T43.6)	3	100	0.069795847	
DC	District of Columbia	2016	July	12 month-ending	Psychostimulants with abuse potential (T43.6)	3	100	0.06932409	
DC	District of Columbia	2016	August	12 month-ending	Psychostimulants with abuse potential (T43.6)	2	100	0.069096562	
DC	District of Columbia	2016	September	12 month-ending	Psychostimulants with abuse potential (T43.6)	3	100	0.051116033	
DC	District of Columbia	2016	October	12 month-ending	Psychostimulants with abuse potential (T43.6)	4	100	0.01701838	
DC	District of Columbia	2016	November	12 month-ending	Psychostimulants with abuse potential (T43.6)	5	100	0.01685488	
DC	District of Columbia	2016	December	12 month-ending	Psychostimulants with abuse potential (T43.6)	5	100	0	
DC	District of Columbia	2017	January	12 month-ending	Psychostimulants with abuse potential (T43.6)	6	100	0	*Likely underreported due to incomplete data
DC	District of Columbia	2017	February	12 month-ending	Psychostimulants with abuse potential (T43.6)	7	100	0.016189089	*Likely underreported due to incomplete data
DC	District of Columbia	2017	March	12 month-ending	Psychostimulants with abuse potential (T43.6)	7	100	0.048185031	*Likely underreported due to incomplete data
DC	District of Columbia	2017	April	12 month-ending	Psychostimulants with abuse potential (T43.6)	10	100	0.112197468	*Likely underreported due to incomplete data
DC	District of Columbia	2017	May	12 month-ending	Psychostimulants with abuse potential (T43.6)	12	100	0.127307448	*Likely underreported due to incomplete data
DC	District of Columbia	2017	June	12 month-ending	Psychostimulants with abuse potential (T43.6)	13	100	0.142405063	*Likely underreported due to incomplete data
DC	District of Columbia	2017	July	12 month-ending	Psychostimulants with abuse potential (T43.6)	13	100	0.174741859	*Likely underreported due to incomplete data
DC	District of Columbia	2017	August	12 month-ending	Psychostimulants with abuse potential (T43.6)	12	100	0.207535121	*Likely underreported due to incomplete data
DC	District of Columbia	2017	September	12 month-ending	Psychostimulants with abuse potential (T43.6)	12	100	0.208099888	*Likely underreported due to incomplete data
DC	District of Columbia	2015	January	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	15	100	0.107353731	
DC	District of Columbia	2015	February	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	17	100	0.106534091	
DC	District of Columbia	2015	March	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	20	100	0.105189341	
DC	District of Columbia	2015	April	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	20	100	0.139372822	
DC	District of Columbia	2015	May	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	23	100	0.140203295	
DC	District of Columbia	2015	June	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	19	100	0.140894681	
DC	District of Columbia	2015	July	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	17	100	0.14114326	
DC	District of Columbia	2015	August	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	17	100	0.140277047	
DC	District of Columbia	2015	September	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	20	100	0.14077072	
DC	District of Columbia	2015	October	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	18	100	0.15737017	
DC	District of Columbia	2015	November	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	24	100	0.139033716	
DC	District of Columbia	2015	December	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	28	100	0.105152471	
DC	District of Columbia	2016	January	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	32	100	0.106837607	
DC	District of Columbia	2016	February	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	31	100	0.106951872	
DC	District of Columbia	2016	March	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	39	100	0.106761566	
DC	District of Columbia	2016	April	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	50	100	0.070646415	
DC	District of Columbia	2016	May	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	66	100	0.069942298	
DC	District of Columbia	2016	June	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	76	100	0.069795847	
DC	District of Columbia	2016	July	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	86	100	0.06932409	
DC	District of Columbia	2016	August	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	96	100	0.069096562	
DC	District of Columbia	2016	September	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	104	100	0.051116033	
DC	District of Columbia	2016	October	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	118	100	0.01701838	
DC	District of Columbia	2016	November	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	140	100	0.01685488	
DC	District of Columbia	2016	December	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	147	100	0	
DC	District of Columbia	2017	January	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	158	100	0	*Likely underreported due to incomplete data
DC	District of Columbia	2017	February	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	175	100	0.016189089	*Likely underreported due to incomplete data
DC	District of Columbia	2017	March	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	189	100	0.048185031	*Likely underreported due to incomplete data
DC	District of Columbia	2017	April	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	200	100	0.112197468	*Likely underreported due to incomplete data
DC	District of Columbia	2017	May	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	202	100	0.127307448	*Likely underreported due to incomplete data
DC	District of Columbia	2017	June	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	204	100	0.142405063	*Likely underreported due to incomplete data
DC	District of Columbia	2017	July	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	203	100	0.174741859	*Likely underreported due to incomplete data
DC	District of Columbia	2017	August	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	207	100	0.207535121	*Likely underreported due to incomplete data
DC	District of Columbia	2017	September	12 month-ending	Synthetic opioids, excl. methadone (T40.4)	202	100	0.208099888	*Likely underreported due to incomplete data
DE	Delaware	2015	January	12 month-ending	Number of Deaths	8,485	100	0	
DE	Delaware	2015	May	12 month-ending	Number of Deaths	8,583	100	0	
DE	Delaware	2015	June	12 month-ending	Number of Deaths	8,577	100	0	
DE	Delaware	2015	July	12 month-ending	Number of Deaths	8,642	100	0	
DE	Delaware	2015	August	12 month-ending	Number of Deaths	8,648	100	0	
DE	Delaware	2015	September	12 month-ending	Number of Deaths	8,686	100	0	
DE	Delaware	2015	October	12 month-ending	Number of Deaths	8,661	100	0	
DE	Delaware	2015	November	12 month-ending	Number of Deaths	8,666	100	0	
DE	Delaware	2015	December	12 month-ending	Number of Deaths	8,591	100	0	
DE	Delaware	2016	January	12 month-ending	Number of Deaths	8,485	100	0	
DE	Delaware	2016	February	12 month-ending	Number of Deaths	8,473	100	0	
DE	Delaware	2016	March	12 month-ending	Number of Deaths	8,555	100	0	
DE	Delaware	2016	April	12 month-ending	Number of Deaths	8,530	100	0	
DE	Delaware	2016	May	12 month-ending	Number of Deaths	8,553	100	0	
DE	Delaware	2016	June	12 month-ending	Number of Deaths	8,571	100	0	
DE	Delaware	2016	July	12 month-ending	Number of Deaths	8,609	100	0	
DE	Delaware	2016	August	12 month-ending	Number of Deaths	8,666	100	0	
DE	Delaware	2016	September	12 month-ending	Number of Deaths	8,740	100	0	
DE	Delaware	2016	October	12 month-ending	Number of Deaths	8,809	100	0	
DE	Delaware	2016	November	12 month-ending	Number of Deaths	8,889	100	0	
DE	Delaware	2016	December	12 month-ending	Number of Deaths	8,980	100	0	
DE	Delaware	2017	January	12 month-ending	Number of Deaths	9,058	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	February	12 month-ending	Number of Deaths	9,085	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	March	12 month-ending	Number of Deaths	9,099	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	April	12 month-ending	Number of Deaths	9,150	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	May	12 month-ending	Number of Deaths	9,120	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	June	12 month-ending	Number of Deaths	9,100	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	July	12 month-ending	Number of Deaths	9,113	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	August	12 month-ending	Number of Deaths	9,094	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	September	12 month-ending	Number of Deaths	9,053	100	0.011046062	*Likely underreported due to incomplete data
DE	Delaware	2015	January	12 month-ending	Number of Drug Overdose Deaths	210	100	0	
DE	Delaware	2015	February	12 month-ending	Number of Drug Overdose Deaths	208	100	0	
DE	Delaware	2015	March	12 month-ending	Number of Drug Overdose Deaths	208	100	0	
DE	Delaware	2015	April	12 month-ending	Number of Drug Overdose Deaths	200	100	0	
DE	Delaware	2015	May	12 month-ending	Number of Drug Overdose Deaths	195	100	0	
DE	Delaware	2015	June	12 month-ending	Number of Drug Overdose Deaths	199	100	0	
DE	Delaware	2015	July	12 month-ending	Number of Drug Overdose Deaths	202	100	0	
DE	Delaware	2015	August	12 month-ending	Number of Drug Overdose Deaths	192	100	0	
DE	Delaware	2015	September	12 month-ending	Number of Drug Overdose Deaths	201	100	0	
DE	Delaware	2015	October	12 month-ending	Number of Drug Overdose Deaths	187	100	0	
DE	Delaware	2015	November	12 month-ending	Number of Drug Overdose Deaths	194	100	0	
DE	Delaware	2015	December	12 month-ending	Number of Drug Overdose Deaths	195	100	0	
DE	Delaware	2016	January	12 month-ending	Number of Drug Overdose Deaths	181	100	0	
DE	Delaware	2016	February	12 month-ending	Number of Drug Overdose Deaths	189	100	0	
DE	Delaware	2016	March	12 month-ending	Number of Drug Overdose Deaths	188	100	0	
DE	Delaware	2016	April	12 month-ending	Number of Drug Overdose Deaths	199	100	0	
DE	Delaware	2016	May	12 month-ending	Number of Drug Overdose Deaths	216	100	0	
DE	Delaware	2016	June	12 month-ending	Number of Drug Overdose Deaths	221	100	0	
DE	Delaware	2016	July	12 month-ending	Number of Drug Overdose Deaths	233	100	0	
DE	Delaware	2016	August	12 month-ending	Number of Drug Overdose Deaths	245	100	0	
DE	Delaware	2016	September	12 month-ending	Number of Drug Overdose Deaths	245	100	0	
DE	Delaware	2016	October	12 month-ending	Number of Drug Overdose Deaths	254	100	0	
DE	Delaware	2016	November	12 month-ending	Number of Drug Overdose Deaths	268	100	0	
DE	Delaware	2016	December	12 month-ending	Number of Drug Overdose Deaths	285	100	0	
DE	Delaware	2017	January	12 month-ending	Number of Drug Overdose Deaths	310	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	February	12 month-ending	Number of Drug Overdose Deaths	309	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	March	12 month-ending	Number of Drug Overdose Deaths	312	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	April	12 month-ending	Number of Drug Overdose Deaths	313	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	May	12 month-ending	Number of Drug Overdose Deaths	310	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	June	12 month-ending	Number of Drug Overdose Deaths	313	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	July	12 month-ending	Number of Drug Overdose Deaths	320	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	August	12 month-ending	Number of Drug Overdose Deaths	326	100	0	*Likely underreported due to incomplete data
DE	Delaware	2017	September	12 month-ending	Number of Drug Overdose Deaths	329	100	0.011046062	*Likely underreported due to incomplete data
FL	Florida	2015	January	12 month-ending	Number of Deaths	189,170	100	0.034889253	
FL	Florida	2015	February	12 month-ending	Number of Deaths	190,591	100	0.034104444	
FL	Florida	2015	March	12 month-ending	Number of Deaths	191,745	100	0.033377663	
FL	Florida	2015	April	12 month-ending	Number of Deaths	192,268	100	0.032246656	
FL	Florida	2015	May	12 month-ending	Number of Deaths	193,067	100	0.033149114	
FL	Florida	2015	June	12 month-ending	Number of Deaths	193,387	100	0.031542968	
FL	Florida	2015	July	12 month-ending	Number of Deaths	193,875	100	0.031463572	
FL	Florida	2015	August	12 month-ending	Number of Deaths	194,364	100	0.02881192	
FL	Florida	2015	September	12 month-ending	Number of Deaths	195,097	100	0.027678539	
FL	Florida	2015	October	12 month-ending	Number of Deaths	195,599	100	0.030163753	
